benchmark,file,result,numberOfVariables,reps,numberOfClauses,height,ucNumberOfVariables,ucReps,ucNumberOfClauses,ucHeight
GUAVA-260_1,smt-319,SAT,29,117,87,9,0,0,0,0
GUAVA-260_1,smt-331,SAT,42,159,127,9,0,0,0,0
GUAVA-260_1,smt-328,SAT,72,232,190,9,0,0,0,0
GUAVA-260_1,smt-327,SAT,31,154,108,9,0,0,0,0
GUAVA-260_1,smt-299,UNSAT,71,186,171,9,16,2,14,4
GUAVA-260_1,smt-340,SAT,46,144,119,9,0,0,0,0
GUAVA-260_1,smt-334,SAT,23,120,83,9,0,0,0,0
GUAVA-260_1,smt-31,SAT,8,22,22,9,0,0,0,0
GUAVA-260_1,smt-336,UNSAT,47,88,103,9,5,2,6,4
GUAVA-260_1,smt-335,UNSAT,53,153,134,9,16,2,14,4
GUAVA-260_1,smt-333,UNSAT,73,221,191,9,11,11,11,7
GUAVA-260_1,smt-34,SAT,17,43,42,9,0,0,0,0
GUAVA-260_1,smt-317,SAT,35,129,99,9,0,0,0,0
GUAVA-260_1,smt-313,UNSAT,28,57,63,9,5,2,6,4
GUAVA-260_1,smt-329,SAT,16,65,51,9,0,0,0,0
GUAVA-260_1,smt-341,SAT,40,122,102,9,0,0,0,0
GUAVA-260_1,smt-322,UNSAT,72,219,188,9,8,10,8,7
GUAVA-260_1,smt-343,UNSAT,41,129,105,9,4,2,5,4
GUAVA-260_1,smt-33,UNSAT,15,38,37,9,4,2,5,4
GUAVA-260_1,smt-323,UNSAT,78,223,196,9,12,11,12,7
GUAVA-260_1,smt-35,UNSAT,15,38,37,9,4,2,5,4
GUAVA-260_1,smt-347,UNSAT,33,74,75,9,4,2,5,4
GUAVA-260_1,smt-348,UNSAT,36,81,84,9,8,10,8,7
GUAVA-260_1,smt-346,SAT,71,190,172,9,0,0,0,0
GUAVA-260_1,smt-349,SAT,53,110,120,9,0,0,0,0
GUAVA-260_1,smt-307,SAT,59,181,151,9,0,0,0,0
GUAVA-260_1,smt-338,UNSAT,51,140,124,9,5,2,6,4
GUAVA-260_1,smt-350,SAT,59,132,137,9,0,0,0,0
GUAVA-260_1,smt-352,UNSAT,65,168,155,9,5,2,6,4
GUAVA-260_1,smt-337,SAT,80,256,209,9,0,0,0,0
GUAVA-260_1,smt-356,SAT,45,118,109,9,0,0,0,0
GUAVA-260_1,smt-366,SAT,31,154,108,9,0,0,0,0
GUAVA-260_1,smt-339,UNSAT,68,212,175,9,4,2,5,4
GUAVA-260_1,smt-362,UNSAT,39,104,96,9,5,10,6,7
GUAVA-260_1,smt-330,UNSAT,116,487,369,19,8,12,7,10
GUAVA-260_1,smt-361,UNSAT,49,153,126,9,8,10,8,7
GUAVA-260_1,smt-365,UNSAT,7,17,19,8,2,2,3,3
GUAVA-260_1,smt-344,UNSAT,39,88,93,9,11,4,10,4
GUAVA-260_1,smt-375,UNSAT,27,72,67,9,5,10,6,7
GUAVA-260_1,smt-357,SAT,74,234,192,9,0,0,0,0
GUAVA-260_1,smt-358,SAT,77,212,189,9,0,0,0,0
GUAVA-260_1,smt-345,UNSAT,55,175,144,9,16,2,14,4
GUAVA-260_1,smt-37,UNSAT,9,34,27,9,3,12,5,7
GUAVA-260_1,smt-363,SAT,29,117,87,9,0,0,0,0
GUAVA-260_1,smt-377,SAT,26,132,92,9,0,0,0,0
GUAVA-260_1,smt-364,SAT,72,232,190,9,0,0,0,0
GUAVA-260_1,smt-353,SAT,39,96,92,9,0,0,0,0
GUAVA-260_1,smt-367,UNSAT,47,151,123,9,5,10,6,7
GUAVA-260_1,smt-351,UNSAT,59,190,155,9,16,2,14,4
GUAVA-260_1,smt-354,UNSAT,47,131,116,9,14,10,13,7
GUAVA-260_1,smt-342,UNSAT,42,88,97,9,3,2,4,4
GUAVA-260_1,smt-368,UNSAT,72,219,188,9,8,10,8,7
GUAVA-260_1,smt-38,SAT,23,55,54,9,0,0,0,0
GUAVA-260_1,smt-355,UNSAT,60,168,149,9,3,2,4,4
GUAVA-260_1,smt-36,SAT,19,53,47,9,0,0,0,0
GUAVA-260_1,smt-374,UNSAT,63,162,150,9,7,7,8,6
GUAVA-260_1,smt-360,UNSAT,29,74,70,9,9,10,9,7
GUAVA-260_1,smt-372,UNSAT,57,158,142,9,5,10,6,7
GUAVA-260_1,smt-384,SAT,8,24,24,9,0,0,0,0
GUAVA-260_1,smt-359,UNSAT,56,140,130,9,5,2,6,4
GUAVA-260_1,smt-373,UNSAT,72,219,188,9,8,10,8,7
GUAVA-260_1,smt-380,UNSAT,21,60,55,9,5,10,6,7
GUAVA-260_1,smt-39,UNSAT,21,50,49,9,4,2,5,4
GUAVA-260_1,smt-381,UNSAT,47,151,123,9,5,10,6,7
GUAVA-260_1,smt-371,UNSAT,62,212,169,9,8,10,8,7
GUAVA-260_1,smt-378,SAT,53,173,141,9,0,0,0,0
GUAVA-260_1,smt-370,UNSAT,62,212,169,9,8,10,8,7
GUAVA-260_1,smt-389,UNSAT,72,219,188,9,8,10,8,7
GUAVA-260_1,smt-387,SAT,35,139,105,9,0,0,0,0
GUAVA-260_1,smt-388,SAT,29,117,87,9,0,0,0,0
GUAVA-260_1,smt-390,UNSAT,39,104,96,9,5,10,6,7
GUAVA-260_1,smt-369,SAT,22,118,81,10,0,0,0,0
GUAVA-260_1,smt-392,UNSAT,78,223,196,9,12,11,12,7
GUAVA-260_1,smt-395,SAT,35,139,105,9,0,0,0,0
GUAVA-260_1,smt-397,UNSAT,78,223,196,9,12,11,12,7
GUAVA-260_1,smt-376,SAT,35,129,99,9,0,0,0,0
GUAVA-260_1,smt-393,SAT,30,107,92,9,0,0,0,0
GUAVA-260_1,smt-385,UNSAT,72,219,188,9,8,10,8,7
GUAVA-260_1,smt-40,SAT,34,154,111,9,0,0,0,0
GUAVA-260_1,smt-4,SAT,4,12,13,8,0,0,0,0
GUAVA-260_1,smt-398,UNSAT,24,82,75,9,3,2,4,4
GUAVA-260_1,smt-379,UNSAT,116,487,369,19,8,12,7,10
GUAVA-260_1,smt-402,SAT,39,154,116,9,0,0,0,0
GUAVA-260_1,smt-382,SAT,35,129,99,9,0,0,0,0
GUAVA-260_1,smt-400,UNSAT,72,219,188,9,8,10,8,7
GUAVA-260_1,smt-408,UNSAT,12,41,36,9,2,2,3,3
GUAVA-260_1,smt-405,SAT,35,129,99,9,0,0,0,0
GUAVA-260_1,smt-394,SAT,84,241,211,9,0,0,0,0
GUAVA-260_1,smt-404,UNSAT,72,219,188,9,8,10,8,7
GUAVA-260_1,smt-406,UNSAT,57,158,142,9,5,10,6,7
GUAVA-260_1,smt-41,SAT,9,36,29,9,0,0,0,0
GUAVA-260_1,smt-383,UNSAT,116,487,369,19,8,12,7,10
GUAVA-260_1,smt-409,UNSAT,45,129,113,9,5,10,6,7
GUAVA-260_1,smt-403,SAT,35,129,99,9,0,0,0,0
GUAVA-260_1,smt-413,UNSAT,52,154,132,9,5,2,6,4
GUAVA-260_1,smt-407,SAT,66,161,159,9,0,0,0,0
GUAVA-260_1,smt-419,UNSAT,24,82,75,9,3,2,4,4
GUAVA-260_1,smt-42,SAT,19,81,62,9,0,0,0,0
GUAVA-260_1,smt-399,SAT,53,141,129,9,0,0,0,0
GUAVA-260_1,smt-391,UNSAT,116,487,369,19,8,12,7,10
GUAVA-260_1,smt-411,SAT,42,159,127,9,0,0,0,0
GUAVA-260_1,smt-420,SAT,29,117,87,9,0,0,0,0
GUAVA-260_1,smt-416,SAT,10,34,31,9,0,0,0,0
GUAVA-260_1,smt-426,UNSAT,45,129,113,9,5,10,6,7
GUAVA-260_1,smt-412,UNSAT,63,162,150,9,7,7,8,6
GUAVA-260_1,smt-417,SAT,9,36,29,9,0,0,0,0
GUAVA-260_1,smt-422,SAT,36,132,109,9,0,0,0,0
GUAVA-260_1,smt-423,SAT,12,39,34,9,0,0,0,0
GUAVA-260_1,smt-421,UNSAT,43,162,129,9,11,2,10,4
GUAVA-260_1,smt-410,UNSAT,78,223,196,9,12,11,12,7
GUAVA-260_1,smt-401,UNSAT,34,79,81,9,5,10,6,7
GUAVA-260_1,smt-386,UNSAT,12,41,36,9,2,2,3,3
GUAVA-260_1,smt-424,SAT,30,119,90,9,0,0,0,0
GUAVA-260_1,smt-415,UNSAT,45,129,113,9,5,10,6,7
GUAVA-260_1,smt-414,UNSAT,39,104,96,9,5,10,6,7
GUAVA-260_1,smt-396,UNSAT,63,162,150,9,5,10,6,7
GUAVA-260_1,smt-428,UNSAT,63,162,150,9,7,7,8,6
GUAVA-260_1,smt-427,SAT,23,120,83,9,0,0,0,0
GUAVA-260_1,smt-43,UNSAT,9,36,29,9,2,2,3,3
GUAVA-260_1,smt-433,UNSAT,39,147,118,9,8,12,9,8
GUAVA-260_1,smt-438,UNSAT,41,129,105,9,4,2,5,4
GUAVA-260_1,smt-436,SAT,38,134,105,9,0,0,0,0
GUAVA-260_1,smt-434,UNSAT,49,153,126,9,8,10,8,7
GUAVA-260_1,smt-435,SAT,52,154,131,9,0,0,0,0
GUAVA-260_1,smt-439,SAT,39,132,103,9,0,0,0,0
GUAVA-260_1,smt-44,SAT,26,81,69,9,0,0,0,0
GUAVA-260_1,smt-437,SAT,80,256,209,9,0,0,0,0
GUAVA-260_1,smt-418,UNSAT,116,487,369,19,8,12,7,10
GUAVA-260_1,smt-441,UNSAT,43,139,115,9,7,2,8,4
GUAVA-260_1,smt-443,UNSAT,40,139,111,9,5,2,6,3
GUAVA-260_1,smt-442,UNSAT,68,212,175,9,4,2,5,4
GUAVA-260_1,smt-455,SAT,52,154,131,9,0,0,0,0
GUAVA-260_1,smt-446,SAT,80,256,209,9,0,0,0,0
GUAVA-260_1,smt-429,UNSAT,116,487,369,19,8,12,7,10
GUAVA-260_1,smt-430,UNSAT,57,158,142,9,5,10,6,7
GUAVA-260_1,smt-450,SAT,74,234,192,9,0,0,0,0
GUAVA-260_1,smt-462,SAT,19,53,47,9,0,0,0,0
GUAVA-260_1,smt-447,SAT,74,234,192,9,0,0,0,0
GUAVA-260_1,smt-449,SAT,74,234,192,9,0,0,0,0
GUAVA-260_1,smt-45,SAT,26,132,92,9,0,0,0,0
GUAVA-260_1,smt-432,UNSAT,45,129,113,9,5,10,6,7
GUAVA-260_1,smt-460,SAT,21,74,63,9,0,0,0,0
GUAVA-260_1,smt-452,SAT,39,132,103,9,0,0,0,0
GUAVA-260_1,smt-456,UNSAT,40,139,111,9,5,2,6,3
GUAVA-260_1,smt-454,UNSAT,55,175,144,9,16,2,14,4
GUAVA-260_1,smt-453,UNSAT,68,212,175,9,4,2,5,4
GUAVA-260_1,smt-444,UNSAT,55,175,144,9,16,2,14,4
GUAVA-260_1,smt-431,UNSAT,27,72,67,9,5,10,6,7
GUAVA-260_1,smt-467,UNSAT,41,129,105,9,4,2,5,4
GUAVA-260_1,smt-463,UNSAT,49,153,126,9,8,10,8,7
GUAVA-260_1,smt-464,SAT,18,67,54,9,0,0,0,0
GUAVA-260_1,smt-465,UNSAT,43,139,115,9,7,2,8,4
GUAVA-260_1,smt-461,SAT,80,256,209,9,0,0,0,0
GUAVA-260_1,smt-46,SAT,7,17,19,8,0,0,0,0
GUAVA-260_1,smt-425,UNSAT,7,19,21,8,2,2,3,3
GUAVA-260_1,smt-471,UNSAT,59,190,155,9,16,2,14,4
GUAVA-260_1,smt-448,UNSAT,55,175,144,9,16,2,14,4
GUAVA-260_1,smt-445,SAT,11,38,32,9,0,0,0,0
GUAVA-260_1,smt-47,UNSAT,37,99,92,9,4,2,5,4
GUAVA-260_1,smt-457,SAT,39,132,103,9,0,0,0,0
GUAVA-260_1,smt-474,UNSAT,49,153,126,9,8,10,8,7
GUAVA-260_1,smt-48,SAT,18,67,54,9,0,0,0,0
GUAVA-260_1,smt-54,SAT,28,87,73,9,0,0,0,0
GUAVA-260_1,smt-49,UNSAT,22,91,70,9,3,2,4,4
GUAVA-260_1,smt-458,UNSAT,68,212,175,9,4,2,5,4
GUAVA-260_1,smt-5,SAT,9,35,31,9,0,0,0,0
GUAVA-260_1,smt-469,UNSAT,32,74,77,9,4,2,5,4
GUAVA-260_1,smt-478,UNSAT,68,212,175,9,4,2,5,4
GUAVA-260_1,smt-459,SAT,80,256,209,9,0,0,0,0
GUAVA-260_1,smt-51,SAT,17,50,44,9,0,0,0,0
GUAVA-260_1,smt-50,SAT,19,81,62,9,0,0,0,0
GUAVA-260_1,smt-56,UNSAT,23,62,58,9,9,10,9,7
GUAVA-260_1,smt-60,SAT,39,96,92,9,0,0,0,0
GUAVA-260_1,smt-55,SAT,22,65,56,9,0,0,0,0
GUAVA-260_1,smt-53,SAT,31,77,73,9,0,0,0,0
GUAVA-260_1,smt-63,UNSAT,21,60,55,9,5,10,6,7
GUAVA-260_1,smt-6,SAT,8,19,20,9,0,0,0,0
GUAVA-260_1,smt-451,UNSAT,59,190,155,9,16,2,14,4
GUAVA-260_1,smt-61,SAT,11,38,32,9,0,0,0,0
GUAVA-260_1,smt-59,UNSAT,29,74,70,9,9,10,9,7
GUAVA-260_1,smt-58,UNSAT,33,74,75,9,4,2,5,4
GUAVA-260_1,smt-62,SAT,15,48,41,9,0,0,0,0
GUAVA-260_1,smt-72,UNSAT,15,38,37,9,4,2,5,4
GUAVA-260_1,smt-52,UNSAT,27,62,63,9,4,2,5,4
GUAVA-260_1,smt-472,UNSAT,24,74,67,9,3,2,4,4
GUAVA-260_1,smt-67,SAT,15,63,52,9,0,0,0,0
GUAVA-260_1,smt-466,UNSAT,41,129,105,9,4,2,5,4
GUAVA-260_1,smt-71,SAT,11,38,32,9,0,0,0,0
GUAVA-260_1,smt-70,SAT,30,62,68,9,0,0,0,0
GUAVA-260_1,smt-74,SAT,9,36,29,9,0,0,0,0
GUAVA-260_1,smt-73,SAT,19,53,47,9,0,0,0,0
GUAVA-260_1,smt-57,SAT,45,118,109,9,0,0,0,0
GUAVA-260_1,smt-68,SAT,31,154,108,9,0,0,0,0
GUAVA-260_1,smt-64,SAT,11,38,32,9,0,0,0,0
GUAVA-260_1,smt-65,SAT,15,48,41,9,0,0,0,0
GUAVA-260_1,smt-75,SAT,23,120,83,9,0,0,0,0
GUAVA-260_1,smt-78,UNSAT,27,72,67,9,5,10,6,7
GUAVA-260_1,smt-82,SAT,24,50,56,9,0,0,0,0
GUAVA-260_1,smt-84,SAT,17,50,44,9,0,0,0,0
GUAVA-260_1,smt-79,SAT,34,89,82,9,0,0,0,0
GUAVA-260_1,smt-76,SAT,23,81,66,9,0,0,0,0
GUAVA-260_1,smt-468,UNSAT,59,190,155,9,16,2,14,4
GUAVA-260_1,smt-66,SAT,31,154,108,9,0,0,0,0
GUAVA-260_1,smt-69,UNSAT,28,57,63,9,5,2,6,4
GUAVA-260_1,smt-7,SAT,5,14,14,8,0,0,0,0
GUAVA-260_1,smt-81,SAT,19,70,56,9,0,0,0,0
GUAVA-260_1,smt-83,SAT,23,55,54,9,0,0,0,0
GUAVA-260_1,smt-80,SAT,40,111,99,9,0,0,0,0
GUAVA-260_1,smt-85,SAT,23,55,54,9,0,0,0,0
GUAVA-260_1,smt-9,SAT,3,9,8,8,0,0,0,0
GUAVA-260_1,smt-86,SAT,17,50,44,9,0,0,0,0
GUAVA-260_1,smt-77,SAT,23,81,66,9,0,0,0,0
GUAVA-260_1,smt-90,UNSAT,21,50,49,9,4,2,5,4
GUAVA-260_1,smt-470,UNSAT,49,153,126,9,8,10,8,7
GUAVA-260_1,smt-89,SAT,20,82,69,9,0,0,0,0
GUAVA-260_1,smt-99,UNSAT,27,72,67,9,5,10,6,7
GUAVA-260_1,smt-98,SAT,31,154,108,9,0,0,0,0
GUAVA-260_1,smt-8,SAT,12,46,36,9,0,0,0,0
GUAVA-260_1,smt-96,SAT,9,27,25,9,0,0,0,0
GUAVA-260_1,smt-95,SAT,8,24,24,9,0,0,0,0
GUAVA-260_1,smt-91,SAT,20,82,69,9,0,0,0,0
GUAVA-260_1,smt-134,UNSAT,22,45,51,9,5,2,6,4
GUAVA-260_1,smt-92,SAT,21,82,71,9,0,0,0,0
GUAVA-260_1,smt-87,UNSAT,21,50,49,9,4,2,5,4
GUAVA-260_1,smt-135,SAT,18,67,54,9,0,0,0,0
GUAVA-260_1,smt-97,SAT,16,65,51,9,0,0,0,0
GUAVA-260_1,smt-142,SAT,12,44,34,9,0,0,0,0
GUAVA-260_1,smt-133,SAT,59,132,137,9,0,0,0,0
GUAVA-260_1,smt-138,UNSAT,15,38,37,9,4,2,5,4
GUAVA-260_1,smt-136,UNSAT,22,70,60,9,3,2,4,4
GUAVA-260_1,smt-14,SAT,4,13,12,8,0,0,0,0
GUAVA-260_1,smt-93,SAT,9,37,32,9,0,0,0,0
GUAVA-260_1,smt-88,SAT,42,159,127,9,0,0,0,0
GUAVA-260_1,smt-139,UNSAT,42,88,97,9,3,2,4,4
GUAVA-260_1,smt-94,SAT,52,147,131,9,0,0,0,0
GUAVA-260_1,smt-141,UNSAT,29,74,70,9,9,10,9,7
GUAVA-260_1,smt-143,UNSAT,24,82,75,9,3,2,4,4
GUAVA-260_1,smt-146,SAT,4,13,12,8,0,0,0,0
GUAVA-260_1,smt-145,UNSAT,22,45,51,9,5,2,6,4
GUAVA-260_1,smt-132,UNSAT,36,76,85,9,3,2,4,4
GUAVA-260_1,smt-144,SAT,26,132,92,9,0,0,0,0
GUAVA-260_1,smt-150,UNSAT,34,79,81,9,5,10,6,7
GUAVA-260_1,smt-149,SAT,26,107,86,9,0,0,0,0
GUAVA-260_1,smt-152,UNSAT,27,72,67,9,5,10,6,7
GUAVA-260_1,smt-151,SAT,23,81,66,9,0,0,0,0
GUAVA-260_1,smt-140,SAT,22,65,56,9,0,0,0,0
GUAVA-260_1,smt-156,UNSAT,28,74,72,9,4,2,5,4
GUAVA-260_1,smt-155,SAT,32,132,103,9,0,0,0,0
GUAVA-260_1,smt-165,UNSAT,28,67,69,9,5,10,6,7
GUAVA-260_1,smt-158,UNSAT,27,72,67,9,5,10,6,7
GUAVA-260_1,smt-157,UNSAT,27,72,67,9,5,10,6,7
GUAVA-260_1,smt-159,SAT,21,82,71,9,0,0,0,0
GUAVA-260_1,smt-16,SAT,10,36,30,9,0,0,0,0
GUAVA-260_1,smt-147,SAT,12,39,34,9,0,0,0,0
GUAVA-260_1,smt-160,SAT,8,24,24,9,0,0,0,0
GUAVA-260_1,smt-148,SAT,17,93,66,9,0,0,0,0
GUAVA-260_1,smt-164,SAT,35,127,97,9,0,0,0,0
GUAVA-260_1,smt-166,UNSAT,17,45,45,9,3,2,4,4
GUAVA-260_1,smt-163,SAT,23,120,83,9,0,0,0,0
GUAVA-260_1,smt-153,UNSAT,30,107,92,9,8,12,9,8
GUAVA-260_1,smt-154,SAT,23,81,66,9,0,0,0,0
GUAVA-260_1,smt-17,SAT,9,34,27,9,0,0,0,0
GUAVA-260_1,smt-169,SAT,14,45,41,9,0,0,0,0
GUAVA-260_1,smt-170,UNSAT,28,82,72,9,3,2,4,4
GUAVA-260_1,smt-172,UNSAT,22,45,51,9,5,2,6,4
GUAVA-260_1,smt-173,SAT,22,65,56,9,0,0,0,0
GUAVA-260_1,smt-171,SAT,54,125,127,9,0,0,0,0
GUAVA-260_1,smt-174,UNSAT,17,45,45,9,3,2,4,4
GUAVA-260_1,smt-175,SAT,25,95,73,9,0,0,0,0
GUAVA-260_1,smt-178,UNSAT,27,70,66,9,5,2,6,4
GUAVA-260_1,smt-161,SAT,26,107,86,9,0,0,0,0
GUAVA-260_1,smt-179,SAT,34,97,85,9,0,0,0,0
GUAVA-260_1,smt-18,UNSAT,22,93,70,9,3,6,4,6
GUAVA-260_1,smt-180,SAT,28,87,73,9,0,0,0,0
GUAVA-260_1,smt-181,SAT,25,95,73,9,0,0,0,0
GUAVA-260_1,smt-168,UNSAT,28,82,72,9,3,2,4,4
GUAVA-260_1,smt-167,SAT,31,85,76,9,0,0,0,0
GUAVA-260_1,smt-182,SAT,35,87,83,9,0,0,0,0
GUAVA-260_1,smt-183,SAT,29,115,85,9,0,0,0,0
GUAVA-260_1,smt-184,SAT,17,50,44,9,0,0,0,0
GUAVA-260_1,smt-185,UNSAT,21,50,49,9,4,2,5,4
GUAVA-260_1,smt-188,UNSAT,22,70,60,9,3,2,4,4
GUAVA-260_1,smt-187,UNSAT,22,45,51,9,5,2,6,4
GUAVA-260_1,smt-19,SAT,15,46,39,9,0,0,0,0
GUAVA-260_1,smt-189,SAT,35,127,97,9,0,0,0,0
GUAVA-260_1,smt-176,SAT,31,107,85,9,0,0,0,0
GUAVA-260_1,smt-186,SAT,38,136,108,9,0,0,0,0
GUAVA-260_1,smt-193,UNSAT,33,82,78,9,5,2,6,4
GUAVA-260_1,smt-195,UNSAT,46,136,118,9,5,2,6,4
GUAVA-260_1,smt-194,SAT,35,87,83,9,0,0,0,0
GUAVA-260_1,smt-196,UNSAT,75,226,197,9,18,4,16,4
GUAVA-260_1,smt-2,UNSAT,19,83,62,9,3,6,4,6
GUAVA-260_1,smt-201,UNSAT,88,226,213,9,5,2,6,4
GUAVA-260_1,smt-20,SAT,4,13,12,8,0,0,0,0
GUAVA-260_1,smt-200,UNSAT,34,79,81,9,5,10,6,7
GUAVA-260_1,smt-202,SAT,26,99,78,9,0,0,0,0
GUAVA-260_1,smt-203,UNSAT,34,107,89,9,3,2,4,4
GUAVA-260_1,smt-210,UNSAT,28,95,77,9,3,2,4,4
GUAVA-260_1,smt-21,SAT,7,15,17,8,0,0,0,0
GUAVA-260_1,smt-204,SAT,31,107,85,9,0,0,0,0
GUAVA-260_1,smt-190,SAT,40,119,102,9,0,0,0,0
GUAVA-260_1,smt-191,UNSAT,39,88,93,9,11,4,10,4
GUAVA-260_1,smt-192,UNSAT,69,197,174,9,16,2,14,4
GUAVA-260_1,smt-209,UNSAT,65,182,163,9,16,2,14,4
GUAVA-260_1,smt-198,UNSAT,17,45,45,9,3,2,4,4
GUAVA-260_1,smt-199,SAT,29,115,85,9,0,0,0,0
GUAVA-260_1,smt-197,SAT,94,248,230,9,0,0,0,0
GUAVA-260_1,smt-213,UNSAT,39,107,95,9,5,2,6,4
GUAVA-260_1,smt-214,SAT,61,150,144,9,0,0,0,0
GUAVA-260_1,smt-216,UNSAT,51,136,124,9,5,2,6,4
GUAVA-260_1,smt-215,UNSAT,47,128,117,9,16,2,14,4
GUAVA-260_1,smt-218,SAT,38,136,108,9,0,0,0,0
GUAVA-260_1,smt-217,UNSAT,46,136,118,9,5,2,6,4
GUAVA-260_1,smt-116,UNSAT,33,74,75,9,4,2,5,4
GUAVA-260_1,smt-117,SAT,25,82,68,9,0,0,0,0
GUAVA-260_1,smt-118,UNSAT,47,88,103,9,5,2,6,4
GUAVA-260_1,smt-123,SAT,53,110,120,9,0,0,0,0
GUAVA-260_1,smt-124,SAT,28,87,73,9,0,0,0,0
GUAVA-260_1,smt-220,SAT,112,278,263,9,0,0,0,0
GUAVA-260_1,smt-126,UNSAT,29,74,70,9,9,10,9,7
GUAVA-260_1,smt-125,UNSAT,29,99,82,9,3,2,4,4
GUAVA-260_1,smt-219,SAT,20,57,53,9,0,0,0,0
GUAVA-260_1,smt-128,UNSAT,32,74,77,9,4,2,5,4
GUAVA-260_1,smt-205,UNSAT,47,154,126,9,7,2,8,4
GUAVA-260_1,smt-162,SAT,15,48,41,9,0,0,0,0
GUAVA-260_1,smt-177,SAT,40,119,102,9,0,0,0,0
GUAVA-260_1,smt-131,UNSAT,24,74,67,9,3,2,4,4
GUAVA-260_1,smt-13,SAT,4,13,12,8,0,0,0,0
GUAVA-260_1,smt-15,SAT,9,34,27,9,0,0,0,0
GUAVA-260_1,smt-137,SAT,21,74,63,9,0,0,0,0
GUAVA-260_1,smt-129,SAT,39,96,92,9,0,0,0,0
GUAVA-260_1,smt-130,SAT,45,91,101,9,0,0,0,0
GUAVA-260_1,smt-22,SAT,8,30,28,9,0,0,0,0
GUAVA-260_1,smt-206,SAT,48,103,110,9,0,0,0,0
GUAVA-260_1,smt-122,UNSAT,23,57,57,9,3,2,4,4
GUAVA-260_1,smt-121,SAT,45,118,109,9,0,0,0,0
GUAVA-260_1,smt-127,UNSAT,41,76,91,9,5,2,6,4
GUAVA-260_1,smt-120,SAT,31,85,76,9,0,0,0,0
GUAVA-260_1,smt-12,SAT,4,13,12,8,0,0,0,0
GUAVA-260_1,smt-119,SAT,45,118,109,9,0,0,0,0
GUAVA-260_1,smt-221,UNSAT,65,182,163,9,16,2,14,4
GUAVA-260_1,smt-207,UNSAT,65,164,153,9,12,10,12,7
GUAVA-260_1,smt-208,UNSAT,83,226,207,9,7,2,8,4
GUAVA-260_1,smt-211,SAT,20,57,53,9,0,0,0,0
GUAVA-260_1,smt-223,UNSAT,83,226,207,9,7,2,8,4
GUAVA-260_1,smt-226,UNSAT,33,82,78,9,5,2,6,4
GUAVA-260_1,smt-212,SAT,34,97,85,9,0,0,0,0
GUAVA-260_1,smt-228,UNSAT,59,160,145,9,8,10,8,7
GUAVA-260_1,smt-227,UNSAT,69,197,174,9,16,2,14,4
GUAVA-260_1,smt-225,UNSAT,80,226,203,9,5,2,6,3
GUAVA-260_1,smt-23,SAT,16,69,53,9,0,0,0,0
GUAVA-260_1,smt-224,UNSAT,23,57,57,9,3,2,4,4
GUAVA-260_1,smt-222,SAT,56,169,142,9,0,0,0,0
GUAVA-260_1,smt-229,SAT,100,270,247,9,0,0,0,0
GUAVA-260_1,smt-473,UNKNOWN,1057,4778,3484,9,0,0,0,0
GUAVA-260_1,smt-475,UNKNOWN,2799,12684,9246,9,0,0,0,0
GUAVA-260_1,smt-476,UNKNOWN,3502,15872,11571,9,0,0,0,0
GUAVA-260_1,smt-440,UNKNOWN,4931,22360,16298,9,0,0,0,0
GUAVA-260_1,smt-479,UNKNOWN,6530,29617,21587,9,0,0,0,0
GUAVA-260_1,smt-477,UNKNOWN,9494,43069,31391,9,0,0,0,0
GUAVA-275_1,smt-109,SAT,5,19,15,9,0,0,0,0
GUAVA-275_1,smt-108,SAT,5,19,15,9,0,0,0,0
GUAVA-275_1,smt-106,SAT,5,19,15,9,0,0,0,0
GUAVA-275_1,smt-11,UNSAT,13,19,26,9,2,2,3,4
GUAVA-275_1,smt-14,SAT,27,26,45,9,0,0,0,0
GUAVA-275_1,smt-111,SAT,72,84,122,9,0,0,0,0
GUAVA-275_1,smt-10,SAT,5,5,9,7,0,0,0,0
GUAVA-275_1,smt-100,SAT,5,19,15,9,0,0,0,0
GUAVA-275_1,smt-101,UNSAT,22,24,38,9,5,2,5,3
GUAVA-275_1,smt-114,UNSAT,125,127,206,9,5,2,5,3
GUAVA-275_1,smt-112,UNSAT,126,129,210,9,7,2,7,3
GUAVA-275_1,smt-16,SAT,30,36,52,9,0,0,0,0
GUAVA-275_1,smt-119,SAT,4,12,13,8,0,0,0,0
GUAVA-275_1,smt-105,UNSAT,71,82,118,9,5,2,5,3
GUAVA-275_1,smt-107,SAT,31,53,57,9,0,0,0,0
GUAVA-275_1,smt-13,UNSAT,13,19,26,9,2,2,3,4
GUAVA-275_1,smt-15,SAT,11,19,23,9,0,0,0,0
GUAVA-275_1,smt-17,UNSAT,20,22,33,9,6,3,6,4
GUAVA-275_1,smt-24,UNSAT,23,50,54,9,15,3,14,6
GUAVA-275_1,smt-23,UNSAT,13,19,26,9,2,2,3,4
GUAVA-275_1,smt-19,UNSAT,86,86,142,9,2,2,3,4
GUAVA-275_1,smt-115,UNSAT,17,24,32,9,5,2,5,3
GUAVA-275_1,smt-20,UNSAT,20,22,33,9,6,3,6,4
GUAVA-275_1,smt-18,SAT,94,96,152,9,0,0,0,0
GUAVA-275_1,smt-21,SAT,28,36,49,9,0,0,0,0
GUAVA-275_1,smt-2,SAT,11,19,23,9,0,0,0,0
